id	intended_politeness	ilp_paraphrase	greedy_paraphrase	retrieval_paraphrase	receiver	text
663721127.2377.2377	-0.13906119316963553	and i have a french source , is it acceptable ?	and i have a french source , is it acceptable ?	i have a french source , is it acceptable ?	average	Uh... I have a French source, is it acceptable ?
682860910.333230.333230	-0.13906119316963553	"is the proceedings link the one you meant to link ? i don ' t see anything there about "" review "" or "" captain "" etc ."	"is the proceedings link the one you meant to link ? i don ' t see anything there about "" review "" or "" captain "" etc ."	"is the proceedings link the one you meant to link ? i do n't see anything there about "" review "" or "" captain "" , etc ."	average	"Hmm...Is the Proceedings link the one you meant to link?  I don't see anything there about ""review"" or ""captain"", etc."
684012055.1250.1541	-0.13906119316963553	"so you want us to add "" mr . haque has joined the rss "" to the article ?"	"so you want us to add "" mr . haque has joined the rss "" to the article ?"	"you want us to add "" mr. haque has joined the rss ""   to the article ?"	average	"Hmm. You want us to add ""Mr. Haque has joined the RSS""  to the article?"
684538427.1290.1290	-1.4386299138126883	but actually , i have never been to that article in my life ! ?	and actually , i have never been to that article in my life ! ?	i have never been to that article in my life ! ? ?	average	Um...I have never been to that article in my life! WTF???
68550610.973.973	-0.13906119316963553	and what ' s with that green box again ? it seems pointless to me . dogman15	and what ' s with that green box again ? it seems pointless to me . dogman15	yes , what ' s with that green box again ? surely it seems pointless to me . dogman15	average	Um, what's with that green box again? It seems pointless to me. dogman15
695364147.73625.73625	-0.13906119316963553	and this isn ' t par for the course ( the consistently offending admin ; his predictable supporters ) ? !	and this isn ' t par for the course ( the consistently offending admin ; his predictable supporters ) ? !	this isn ' t par for the course ( just the consistently offending admin ; his predictable supporters ) ? !	average	Um, this isn't par for the course (the consistently offending admin; his predictable supporters)?!
710280740.0.151569	0.0820452914870324	can you comment on what you do n't like ( the cause of the . lol ) ?	can you comment on what you don ' t like ( the cause of the . lol ) ?	hi , can you comment on what you don ' t like ( the cause of the . lol ) ? thanks .	average	Can you comment on what you don't like (the cause of the Hmm. lol)?
309260064.109800.109753	-0.13906119316963553	and what articles did you have in your list jeff ?	and what articles did you have in your list jeff ?	hi , what articles did you have in your list jeff ?	average	Hmm. What articles did you have in your list Jeff?
307828322.818.206	0.6411874982095968	this is a legos character ? btw , for you introduce references that satisfy wp : rs if you want this kept ,	this is a legos character ? introduce references for me that satisfy wp : rs if you want this kept , thanks you .	this is a legos character ? btw introduce references that satisfy wp : rs if you want this kept ,	average	Um, this is a Legos character? Please introduce references that satisfy WP:RS if you want this kept, thanks you.
3070589.23036.23036	-0.13906119316963553	so you haven ' t read anything of the npov argument , have you ? -	so you haven ' t read anything of the npov argument , have you ? -	you have n't read anything of the npov argument , have you ? -	average	Uh, you haven't read anything of the NPOV argument, have you? -
151895882.515202.515202	-0.13906119316963553	and that is merely your ' ' asserted ' ' personal opinion about an outdated and discredited unreliable source . cheers .	and that is merely your ' ' asserted ' ' personal opinion about an outdated and discredited unreliable source . cheers .	surely that is merely your ' ' asserted ' ' personal opinion about an outdated and discredited unreliable source . cheers .	average	Uh? That is merely your ''asserted'' personal opinion about an outdated and discredited unreliable source. Cheers.
15365353.8456.8436	-0.13906119316963553	so this guy was married once or twice was nt he ? |	so this guy was married once or twice was nt he ? |	this guy was actually married once or twice was nt he ? |	average	Uh, this guy was married once or twice wasnt he? |
157555680.11748.12651	-0.13906119316963553	nothing , because we ' ve been doing it throughout wikipedia for a couple of years now ? ( cool stuff )	nothing , because we ' ve been doing it throughout wikipedia for a couple of years now ? ( cool stuff )	nothing , because we ' ve been doing it throughout wikipedia for a couple of years now ? ( cool stuff )	average	Uh, nothing, because we've been doing it throughout Wikipedia for a couple of years now?  - cool stuff)
161400681.11660.11640	-0.13906119316963553	"and the article states he is a "" american terrorist and social critic "" . aren ' t all terrorists political critics ? p"	"and the article states he is a "" american terrorist and social critic "" . aren ' t all terrorists political critics ? p"	"and the article states he is a "" american terrorist and social critic "" . aren ' t all terrorists political critics ? p"	average	"The article states he is a ""an American terrorist and social critic"".  Um, aren't ALL terrorists social critics? P"
162147534.23777.23777	-0.13906119316963553	and for some reason i ' m ablr to edit now . it ' s still the 3rd . what ' s going on ?	and for some reason i ' m ablr to edit now . it ' s still the 3rd . what ' s going on ?	please for some reason i ' m ablr to edit now . it ' s still the 3rd . what ' s going on ?	average	Um, for some reason I'm ablr to edit now. It's still the 3rd. What's going on?
163809348.31243.31243	-0.4973843009764195	i was looking through the page history and couldn ' t pinpoint when the point about the dvd was removed . anybody ?	i was looking through the page history and couldn ' t pinpoint when the point about the dvd was removed . anybody ?	i was looking through the page history and could n't pinpoint when about the dvd was removed . anybody ?	average	Hmm...I was looking through the page history and couldn't pinpoint when the point about the DVD was removed. Anybody?
166497529.29549.29549	-0.4973843009764195	so you could actually patent a shape ? what about all the strat clones i have seen in my life ?	so you could actually patent a shape ? what about all the strat clones i have seen in my life ?	you could patent a shape ? what about all the strat clones i have seen in my life ?	average	Hmm you could actually patent a shape? what about all the strat clones I have seen in my life?
168703805.80.80	-0.13906119316963553	and can we adjust the word wrap on this page ? it ' s not printable at present .	and can we adjust the word wrap on this page ? it ' s not printable at present .	and can we adjust the word wrap on this page ? it ' s not printable at present .	average	Um, can we adjust the word wrap on this page? It's not printable at present.
168956417.34408.0	0.8500571509061233	hello , maybe a - diddly for answering my questionone more what happened to lovejoys daughter ? secondandonly for me -	thanks - a - diddly for answering my questionone more what happened to lovejoys daughter ? secondandonly - thanks !	a - diddly for answering my questionone more what happened to lovejoys daughter ? secondandonly - sorry	average	Thanks-a-diddly for answering my questionone more what happened to lovejoys daughter? Secondandonly-Uh Thanks!
170725698.18703.18703	-0.13906119316963553	so why are we talking about wikimedia commons here ? we are english wikipedia : - )	so why are we talking about wikimedia commons here ? we are english wikipedia : - )	hi , why are we talking about wikimedia commons here ? we are english wikipedia : - )	average	Hmm....why are we talking about Wikimedia Commons here? We are English Wikipedia:-)
171891250.30463.30439	-0.13906119316963553	i gave an f ' n source . so it proves notability . why do you keep removing it ?	i gave an f ' n source . so it proves notability . why do you keep removing it ?	i gave an f ' n source . it proves notability . why do you keep removing it ?	average	I gave an f'n source.  It proves notability.  Um, why do you keep removing it?
17284841.0.0	-0.13906119316963553	is it ok to have filesharing links on wikipedia ? and stlemur	is it ok to have filesharing links on wikipedia ? and stlemur	is it ok to have filesharing links on wikipedia ? please stlemur	average	Um...is it OK to have filesharing links on Wikipedia?  StLemur
17510526.247.228	-0.13906119316963553	does this page still need to be a stub ? and also does this page need to be merged with i - 15 ?	does this page still need to be a stub ? and also does this page need to be merged with i - 15 ?	does this page still need to be a stub ? also does this page really need to be merged with i - 15 ?	average	Um... does this page still need to be a stub? Also does this page need to be merged with I-15?
